input,input_fr,input_wo,label
Will I be charged any fees if I want to add money with an international card?,Des frais me seront-ils facturés si je souhaite ajouter de l'argent avec une carte internationale ?,Ndax su ma bëggee yokk sama xaalis ak kàrtu bitim-réew damay fey ay fere ?,top up by card charge
"I'm having an issue with transaction. I topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. What's up with that?","J’ai un problème avec la transaction. J’ai rechargé mon compte et j’ai vu que tout était traité, mais c’était il y a quelques jours et l’argent n’est plus sur mon compte. Qu’est-ce qui se passe avec ça ?","Dama am jafe-jafe ci jëflante xaalis bi. Dama sarse sama kont, ma gis ni lépp jaarna yoon, waaye ay fan yu néew ci ginnaaw la woon, te xaalis bi nekkatul ci sama kont. Lu xew ci loolu?",top up reverted
I moved and need to change my address.,J'ai déménagé et je dois changer d'adresse.,Dama toxu te dama war a soppi sama adares,edit personal details
"My cash withdrawal was declined, why?","Mon retrait d'argent a été refusé, pourquoi ?","Lànkal nanu ma xaalis bi ma bëggoon a jël, lu ko waral ?",declined cash withdrawal
i did not get any money but still was charged,je n'ai pas reçu d'argent mais j'ai quand même été facturé,Jotuma xaalis waaye terewul am na lu nu ma dagg.,wrong amount of cash received
Can I top-up my card using a bank transfer.,Puis-je recharger ma carte par virement bancaire ?,Ndax mën naa sarse sama kàrt ci toxalu bànk?,transfer into account
Am I allowed to hold money in multiple currencies?,Puis-je détenir de l’argent dans plusieurs devises ?,Ndax mën naa weccoo xaalis ci xeetu xaalis yu bari?,fiat currency support
I can't find my refund. Please help.,"Je ne trouve pas mon remboursement. Aider, s’il vous plaît.",Mënu maa gis  xaalis bi ñu ma delloo. Dimbalileen ma.,Refund not showing up
There is a transfer not showing on my account.,Il y a un virement qui n'apparaît pas sur mon compte.,Am na benn toxal xaalis bu feeñul ci sama kont.,extra charge on statement
Are transfers not free? I didn't know I would be charged for transfers.,Les transferts ne sont-ils pas gratuits ? Je ne savais pas que je serais facturé pour les transferts.,Ndax doo fay dara boy yónnee xaalis? Xamuma woon ni dina ñu ma fayeeku ngir yónnee xaalis.,transfer fee charged
cash and check deposit has not gone thru,le dépôt en espèces et par chèque n'a pas été effectué,Dugal xaalis ak sek defuñu ko,balance not updated after cheque or cash deposit
I've already sent the money out and still have not received money in my account.,J’ai déjà envoyé l’argent et je n’ai toujours pas reçu d’argent sur mon compte.,Yónnee naa xaliss bi te ba leegi jotuma xaalis ci sama kontu.,balance not updated after cheque or cash deposit
Why haven't I received a refund yet?,Pourquoi n’ai-je pas encore reçu de remboursement ?,Lu tax ma jotatuma xaalis biñ delloo ba leegi?,Refund not showing up
I may have entered the PIN wrong and the account is blocked.  What do I have to do to get it unblocked.,J'ai peut-être mal saisi mon code PIN et mon compte est bloqué. Que dois-je faire pour le débloquer ?,Mëna am dama juum ci ni ma bindee sama baatu ubbikaay te sama kont tëju na. Lan laa wara def ngir tijji waat ko?,pin blocked
Can I exchange USD and GBP from the app?,Puis-je échanger des USD et des GBP depuis l’application ?,Ndax mën naa weccoo USD ak GBP ci aplikaasioŋ bi?,exchange via app
I need to dispute a direct debit.,Je dois contester un prélèvement automatique.,Dama wara xultu sama génnee otomatik,direct debit payment not recognised
"I've use my accounts all the time to manage my payments for my place abroad that I just got. I now see that I suddenly have new fees.I'm a frequent customer, so why are you charging me new fees instead of rewarding me?","J'utilise mes comptes tout le temps pour gérer mes paiements pour mon logement à l'étranger que je viens de recevoir. Je vois maintenant que j'ai soudainement de nouveaux frais. Je suis un client fréquent, alors pourquoi me facturez-vous de nouveaux frais au lieu de me récompenser ?","Damay jëfandikoo sama kont saa yu nekk ngir fay sama luyaas ci bitim réew bima jot leegi. Gis naa ni dañu ma feyeku njëg yu bees. Man kilyaan bu yàgg laa, kon lu tax ngeen may feyeku njëg yu bees te waar neexal?",transfer fee charged
How long will it take to receive a virtual card?,Combien de temps faut-il pour recevoir une carte virtuelle ?,Ñaata waxtu ngay def ngir jot kàrt wirtiyel?,getting virtual card
My transfer has been pending for a long time now. I already double checked my account info and it is correct. Why is it taking so long in 2018 to transfer money?,Mon transfert est en attente depuis longtemps maintenant. J'ai déjà vérifié les informations de mon compte et elles sont correctes. Pourquoi faut-il autant de temps en 2018 pour transférer de l'argent ?,Sama yónnee xaalis yàgg naa xaar. Xool naa bu baax samay leeralu kont te noonu la. Lu tax muy jël lu yàgg ci 2018 ngir yónnee xaalis?,transfer not received by recipient
I am unable to prove my identity,Je ne suis pas en mesure de prouver mon identité,Mënuma undi ay firnde ci man la kan.,unable to verify identity
How do I top up my account using transfer?,Comment recharger mon compte par virement ?,Naka laa mën a sarsee sama kàrt jaare ko ci ndugalum koppar ?,transfer into account
My top up did not complete.,Ma recharge n’a pas abouti.,Xaalis bi ma dugal ñëwul .,pending top up
Which ATMs accept this circuit board ?,Quels distributeurs automatiques acceptent ce circuit imprimé ?,Yan ñooy GAB yiy nangu kàrt bii ?,atm support
why has a cash withdrawal charged me?,Pourquoi un retrait d’espèces m’a-t-il été facturé ?,Lu tax ñu may feyeeku ngir xaalis bima jël?,cash withdrawal charge
how do i avoid charges in the future,Comment puis-je éviter des frais à l’avenir,naka laa mëna moytoo ay fere ëllëg.,card payment fee charged
One of my card payments looks like it's stuck but I have made the payment days ago. How long until the payment will be applied to my account?,"L'un de mes paiements par carte semble bloqué, mais je l'ai effectué il y a plusieurs jours. Combien de temps faudra-t-il avant qu'il soit crédité sur mon compte ?","Dafa mel ni benn ci samay payoor ci kàrt dañu ko tëj, waaye def naa ko ay fan yu bari ci ginaaw. Ñaata waxtu lay def bala ñu koy duggal ci sama kont?",pending card payment
I see a strange payment in my account.,Je vois un paiement étrange sur mon compte. ,Dama gis xaalis bu doy waar ci sama kont.,declined transfer
Do you convert to Euro?,Convertissez-vous en Euro ?,Ndax dangay weccoo FCFA ?,Refund not showing up
What do I do if I have exceeded all my PIN tries?,Que dois-je faire si j’ai dépassé tous mes tentatives de code PIN ?,Lan laa wara def sud ma jeexalee pexey joxe kod-PIN yépp?,pin blocked
I'm suddenly getting an error while attempting a transfer that it isn't possible. Why? I've done it before.,Je reçois soudainement une erreur lors d’une tentative de transfert indiquant que ce n’est pas possible. Pourquoi? Je l’ai déjà fait.,"Dama jekki jot benn njuumte bimay jéema toxal xaalis, muy wone ni loolu mënul nekk. Lu tax? Def naa ko ba noppi.",beneficiary not allowed
What is the process to create a disposable virtual card?,Quel est le processus de création d’une carte virtuelle jetable ?,Lan mooy anam wi ñuy defare kàrt wirtiyel bu ñu mëna jefandikoo benn yoon kese?,get disposable virtual card
My card payment wasn't accepted.,Mon paiement par carte n’a pas été accepté.,Nangu wuñu sama payoor ak kàrt.,declined card payment
There is  an extra 1£ charge on my app. Why did it charge me extra?,Mon application est facturée 1 £ de plus. Pourquoi ?,Am na ferey benn euro ci sama aplikaasiyoŋ bi. Lan moo tax ñu faktiire ma ko ?,extra charge on statement
where exactly does money come from,d'où vient exactement l'argent,Fan la xaalis bi di joge?,verify source of funds
Is it possible someone has access to my card? I noticed that there are a couple of payments in the app I'm sure I did not make. Can you find out what's going on here?,Quelqu'un pourrait-il avoir accès à ma carte ? J'ai remarqué que certains paiements dans l'application ne sont certainement pas de moi. Pouvez-vous savoir ce qui se passe ?,Ndax amna ku mëna jëfandikoo sama kàrt? Dama seetlu ni yenn peyoor yi ci app bi duñu samay peyoor. Ndax mën nga xam lu xew?,transfer not received by recipient
Explain why I can't do a transfer to an account.,Expliquez pourquoi je ne peux pas effectuer un transfert vers un compte.,Leeral leen ma lu tax mënumaa toxal xaalis ci beneen kont.,beneficiary not allowed
I got some cash in the ATM but its still pending,"J'ai reçu de l'argent liquide au distributeur, mais il est toujours en attente.",Jël naa xaalis ci GAB bi waaye ba tay moo ngi ci pekku négandiku,pending cash withdrawal
I see a direct debit transaction in my app that I didn't make.,Je vois une transaction de prélèvement automatique dans mon application que je n’ai pas effectuée.,Damay ngiy gis ab xaalis bu ñu jël ci sama aplikaasioŋ te defuma ko.,direct debit payment not recognised
Why was I charged extra on my app?,Pourquoi ai-je été facturé en plus sur mon application ?,Lu tax ñu feyeeku ma lu gëna bari ci sama aplikaasioŋ?,extra charge on statement
Please cancel the transfer I just made.  I put in the wrong account number and can't seem to stop it on the app.,Veuillez annuler le transfert que je viens d'effectuer.  J'ai saisi un mauvais numéro de compte et je n'arrive pas à l'arrêter sur l'application.,"Baal leen ma ngeen fomm xaalis bi ma yóonee. Dama  juum ci limatu kont bi, te mënu ma ko taxawal ci aplikasioŋ bi.",cancel transfer
"I saw on the app that a cash withdrawal was completed on my account; however, I did not complete it.","J'ai vu sur l'application qu'un retrait d'espèces avait été effectué sur mon compte ; cependant, je ne l'ai pas effectué.","Gis naa ci aplikaasiyoŋ bi ni amna ab dindi xaalis buñu def ci sama kontu, waaye defuma ko.",cash withdrawal not recognised
"My card has not been delivered yet and its been a week since I ordered it, please help","Ma carte n'a pas encore été livrée et cela fait une semaine que je l'ai commandée, aidez-moi s'il vous plaît","Sama kàrt yegseegul ba leegi, defna benn ayu-bis bi ma ko defarloo ba leegi, dimbali leen ma ngir yalla.",card arrival
"My friend wants to send me money, can she?","Mon amie veut m’envoyer de l’argent, peut-elle ?","Sama xarit, dama bëgga  yónnee xaalis, ndax mën naa nekk?",receiving money
How long does it take to show a deposit I made to my balance?,Combien de temps faut-il pour qu'un dépôt que j'ai effectué apparaisse sur mon solde ?,ñaata waxtu la wara def ndax dugal xaalis bi ma def feeñ ci li des sama kont?,top up limits
What proof of identification is needed?,Quelle preuve d’identité est nécessaire ?,Lan mooy firndeb dàntite bi mënul a ñàkk ?,verify my identity
They is a payment I don't recognize on my statement.,Il s'agit d'un paiement que je ne reconnais pas sur mon relevé.,Am na peyoor bu ma ràññeewul ci sama karne kont.,card payment not recognised
When will the transaction be done?,Quand la transaction sera-t-elle effectuée ?,Kañ lañuy yónnee xaalis bi?,transfer not received by recipient
"Given a choice, I'd rather have Mastercard.","Si j'avais le choix, je préférerais avoir Mastercard.","Su ma mënoon naa tànn, kàrt master bi laay taamu ?",contactless not working
"I used to know my password, but not anymore.","Avant, je connaissais mon mot de passe, mais ce n’est plus le cas.","Xamoon naa sama baatu-jàll, waaye xamatuma ko.",passcode forgotten
Are there any charges for receiving money?,Y a-t-il des frais pour recevoir de l’argent ?,Ndax dangay fey ngir jot xaalis?,top up by bank transfer charge
"While abroad, I got cash, and the exchange rate applied is wrong.","À l’étranger, j’ai eu de l’argent liquide et le taux de change appliqué n’est pas correct.","Ca bitim réew, amoon naa xaalisu likid te njëgu weccoo xaalis bi baxulwoon.",wrong exchange rate for cash withdrawal
My card is stolen.  Help!,Ma carte a été volée. À l'aide !,Sama kàrt dañu ko sàcc? Ndimbal!,lost or stolen card
Is American Express accepted?,American Express est-elle acceptée ?,Ndax Nangu nañu American Express ?,supported cards and currencies
Please explain why my top-up hasn't been processed yet?,Veuillez expliquer pourquoi ma recharge n’a pas encore été traitée ?,Nangeen ma leeral lu tax ba leegi defaruñu sama xaalis bi ma dugal?,pending top up
why hasnt my card come in yet?,Pourquoi ma carte n’est-elle pas encore arrivée ?,Lu tax sama kàrt yegseegul?,card arrival
