input,input_fr,input_wo,label
How fast can I transfer something from China?,À quelle vitesse puis-je transférer quelque chose depuis la Chine ?,Ci ban diir laa mëna yònnee dara Chine ?,transfer timing
My accounts been charged a payment for something I didn't make.,Mes comptes ont été débités d'un paiement pour quelque chose que je n'ai pas effectué.,Am na peyoor gu ñu dagg ci sama kont te nekkul ne man maa ko sàkku.,direct debit payment not recognised
The card payment didn't work,Le paiement par carte n'a pas fonctionné,Kàrtu bi may feyee doxul,reverted card payment?
i need to expedite my card,j'ai besoin d'accélérer ma carte,Dama bëgg a gaawal cambar gi ñeel sama kàrt,card delivery estimate
"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?","La carte que je pensais avoir perdue était dans la poche de ma veste ce matin, puis-je la réactiver ?","Kàrt ba ma yaakaaroon ne dafa réer ndeke mi ngi woon ci sama poosu west bi, ndax mën na ko aktiwewaat ?",card linking
I still don't have a card. How do I get one?,Je n'ai toujours pas de carte. Comment puis-je en obtenir un ?,Ba leegi amuma kàrt. Naka laa mëna am benn?,order physical card
Why are my transfers not going through.  I have tried over 4 times to get it to work.  This is just a simple transfer.  Is something else causing this in the system?  Is it broken?,Pourquoi mes transferts échouent-ils ? J'ai essayé plus de quatre fois pour y parvenir. Il s'agit d'un simple transfert. Y a-t-il autre chose dans le système qui est à l'origine du problème ? Est-il défectueux ?,"Lu tax sama toxal duñu jàll, jéeem na lu ëpp ñeenti  yoon te demul. Toxal kese la. Ndax daa am beneen mbir ci sistem bi  bu jafe-jafe bi bawoo? Ndax daa am sikk?",failed transfer
Are there ATM fees?,Y a-t-il des frais aux guichets automatiques ?,Ndax am na ay njëg ngir jël xaalis ci gab bi?,cash withdrawal charge
How does a bank transfer for topping my account work?,Comment fonctionne un virement bancaire pour compléter mon compte ?,Naka la toxal xaalis ci bànk di doxee ngir mottali sama kontu?,transfer into account
Can it add money every so often automatically while I travel?,Peut-il ajouter de l'argent automatiquement de temps en temps pendant que je voyage ?,Ndax mën naa di faral di yokk xaalis su may tukki ?,automatic top up
I really need to know how to change my pin.,J'ai vraiment besoin de savoir comment changer mon code PIN.,Dama soxla xam naka laay soppee sama kodu PIN.,change pin
I've made a bank transfer but the money doesn't seem to be in my account.,J'ai effectué un virement bancaire mais l'argent ne semble pas être sur mon compte.,"Dugal naa xaalis ci sama kont, waaye xaalis bi duggul ci kont bi.",balance not updated after bank transfer
from where are coming your exchange rates?,d'où viennent vos taux de change ?,Fan la dayo weccoo xaalis yi jóge ?,exchange rate
My card stopped working. How do I check if there is a freeze on it?,Ma carte ne fonctionne plus. Comment vérifier si elle est bloquée ?,Sama kàrt doxatul. Naka laa mën a xamee ndax dafa boloke walla déet ?,card not working
There is a cash withdrawal on my statement that I did not make,Il y a un retrait d'espèces sur mon relevé que je n'ai pas effectué,Sama karne kont am na xaalis boo xam ne dañu ko ci jël te du man ,cash withdrawal not recognised
Can I increase my top-up maximum?,Puis-je augmenter mon maximum de recharge ?,Ndax mën naa yokk nu mu ma neexe sama sarsamã ?,top up limits
Can I track when my card will be delivered?,Puis-je savoir quand ma carte sera livrée ?,Ndax mën naa xam kañ lañu yònnee sama kàrt?,card arrival
Is there an extra charge to exchange different currencies?,Y a-t-il des frais supplémentaires pour échanger différentes devises ?,Ndax weccoo xaalis bi dafa am ay fere ?,exchange charge
"I Submitted a cheque couple of days ago, nothing happened to my account yet.What could be the possible issue?","J'ai soumis un chèque il y a quelques jours, rien n'est encore arrivé à mon compte. Quel pourrait être le problème possible ?",Joxe ab seg booba ak léegi def na ay fan waaye kenn dugalagu ko ci sama kont ba tay. Lan moo ko mën  a waral ?,balance not updated after cheque or cash deposit
What are the charges for receiving a SEPA transfer?,Quels sont les frais pour recevoir un virement SEPA ?,"Yan ñooy fere yónnee xaalis bu jaare SEPA ,",top up by bank transfer charge
"my money, where is it coming from?","Mon argent, d’où vient-il ?",Fan la sama xaalis di juge?,verify source of funds
Why would you cancel my transfer?,Pourquoi annuleriez-vous mon transfert ?,Lu tax ngeen niilal sama wiirmã ?,declined transfer
"I see in the app some cash was withdrawn, but it's not mine.","Je vois dans l'application que de l'argent a été retiré, mais ce n'est pas le mien.","Gis naa ci aplikaasiyoŋ bi ne génnee nanu ci xaalis, waaye du sama bos.",cash withdrawal not recognised
What currencies do you support?,Quelles devises prenez-vous en charge ?,Yan ñooy xeeti xaalis yi ngeen nangu ? ,fiat currency support
I lost my card n need a new one.,J'ai perdu ma carte et j'en ai besoin d'une nouvelle.,"Sama kàrt dafa réer, yittewoo naa beneen ",lost or stolen card
Will you tell me how to exchange USD for GBP in the app?,Pouvez-vous me dire comment échanger des USD contre des GBP dans l'application ?,Ndax mën ngeen ma wax naka laa mën a weccoo ay dolaar ak ay pound ci aplikaasiyoŋ bi ?,exchange via app
I couldn't complete card activation.,Je n'ai pas pu terminer l'activation de la carte.,Mënu ma jeexal aktivaasioŋu kàrt bi.,activate my card
I left my phone at the hotel.,J'ai laissé mon téléphone à l'hôtel.,Dama bàyyi sama jollasu (telefon) ca wotel ba.,lost or stolen phone
I want a refund for an item,Je veux un remboursement pour un article,Dama bëgg ab dello ci lima fi jëndoon,request refund
I noticed on my online statement that an ATM withdrawal I made early is still pending.  Is this accurate?,J'ai remarqué sur mon relevé en ligne qu'un retrait anticipé au distributeur automatique est toujours en attente. Est-ce exact ?,Dama seentlu ci sama rëlëwe ci net bi ab génnee bu teel ci gab bi mingi xaar ba leegi. Ndax dëgg la.,pending cash withdrawal
Is there any reason why my card didn't work when I tried to top up?,Y a-t-il une raison pour laquelle ma carte n'a pas fonctionné lorsque j'ai essayé de la recharger ?,Ndax am na loo xam ne  mën a sabab lu tax sama kàrt doxul bi ma ko doon jéem  a sarse ?,top up failed
Is there any way to get my salary in a different currency?,Existe-t-il un moyen d’obtenir mon salaire dans une devise différente ?,Ndax mën naa jot sama saleer ci beneen xeetu xaalis ?,receiving money
What happens if I deposit a cheque accidentally?,Que se passe-t-il si je dépose un chèque par accident ?,Lan mooy xew su ma dugalee ab seg ci njuumte ?,balance not updated after cheque or cash deposit
Can I have it delivered on a specific date?,Puis-je me le faire livrer à une date précise ?,Ndax mën ngeen ma ko undil ci waxtu woo xam ne amul benn sikki-sàkka ?,card delivery estimate
How can I tell if my card payment is reverted?,Comment puis-je savoir si mon paiement par carte est annulé ?,Naka laa mënee xamee ndax dañu niilal sama peyoor ak kàrt ?,reverted card payment?
It looks like my card payment was sent back.,Il semble que mon paiement par carte ait été renvoyé.,Mel na ne peyoor bi ak kàrt yónneewaat nañu ko,reverted card payment?
What is the process to change my PIN?,Quelle est la procédure pour changer mon code PIN ?,Wan yoon laa war a jaar ngir soppi sama kod PIN ?,change pin
What is the max amount of disposable cards I'm allowed.,Quelle est la quantité maximale de cartes jetables à laquelle je suis autorisé ?,Lan mooy limu kàrti jëfandiku-sànni yi ñu daganal ?,disposable card limits
I transferred money but the recipient does not see the funds in their account?,J'ai transféré de l'argent mais le destinataire ne voit pas les fonds sur son compte ?,Yónnee naa xaalis waaye ki ma ko yónnee gisagu ko ci kontam,transfer not received by recipient
Why was I blocked from withdrawing from the ATM?,Pourquoi ai-je été empêché de faire des retraits au guichet automatique ?,Lutax ñu tere ma jël xaalis ci gab bi?,declined cash withdrawal
Do I have to pay more for exchanges?,Dois-je payer plus pour les échanges ?,Ndax dama war a fey lu gën a seer ngir weccoo yi ?,exchange charge
Why is my refund not showing up on the statement?,Pourquoi mon remboursement n'apparaît-il pas sur le relevé ?,Lu tax xaalis bi ñu ma delloo feeñul ci sama karne kont.,Refund not showing up
I can't get my Google Pay Top to work. Are there any issues on your end?,Je n'arrive pas à faire fonctionner mon compte Google Pay Top. Y a-t-il un problème de votre côté ?,Mënuma doxal sama kont google pay Top. Ndax jafe-jafe bi ci yeen la ?,apple pay or google pay
Is it possible for me to give my daughter a second card for this account?,Puis-je donner à ma fille une deuxième carte pour ce compte ?,Ndax mën naa jox sama doom ju jigéen ñaareelu kàrt ngir kont bii?,getting spare card
The card payment I made didn't work.,Le paiement par carte que j'ai effectué n'a pas fonctionné.,Payoor  gi ma def ak kàrt bi baaxul.,declined card payment
"I have been double charged for a couple of things this week, and would appreciate a refund for the duplicate charges.",J'ai été facturé deux fois pour plusieurs choses cette semaine et j'apprécierais un remboursement pour les frais en double.,Dañu ma sàkku ñaari yoon ngir yoon yu bari ayu bis bii te doon nama neex ab delloo ngir fere yi ñëw  ñaari yoon?,transaction charged twice
"Needed gas, been delayed for half an hour.Please fix it!","J'avais besoin d'essence, j'ai été retardé d'une demi-heure. Veuillez le réparer !","Yittewoo naa isãas, dinaa tàrde luy tollu ci fanweeri simili…Jàpp ci nga defaral ma ko !",pending top up
Why do I have two charges It should only be one charge?,Pourquoi ai-je deux charges ? Il ne devrait y avoir qu'une seule charge ?,Lu tax ma am ñaari sarse. Benn sarse la waroon am.,transaction charged twice
What are the policies of disposable cards?,Quelles sont les politiques concernant les cartes jetables ?,Lan mooy doxalinu kàrti xarala yi ?,disposable card limits
I am not satisfied with your company.  Close my account.,Je ne suis pas satisfait de votre entreprise. Veuillez fermer mon compte.,dama bégul ci seen liggéeyukaay. Na nga tëj sama kontu.,terminate account
The ATM ate my card; how do I get a new one?,Le distributeur automatique a mangé ma carte ; comment puis-je en obtenir une nouvelle ?,"GAB bi wanaasu na sama kàrt, naka laay def ba amaat beneen bu bees ?",card swallowed
I tried to do a transfer and it's saying it declined.,J'ai essayé de faire un transfert et il indique qu'il a été refusé.,Jéem naa def benn toxal saalis te wane na ni dañu ko bañ?,declined transfer
What fiat currencies do you support?,Quelles monnaies fiduciaires prenez-vous en charge ?,Yan ñooy xeeti xaalisi kóolute yi ñu nangu ?,fiat currency support
Why was my top-up declined?,Pourquoi ma recharge a-t-elle été refusée ?,Lu tax ñu gàntal sama sarsamã ? ,top up reverted
Can I set up to my account to automatically top up?,Puis-je configurer mon compte pour qu'il soit rechargé automatiquement ?,Ndax mën a regle sama kont ba muy sarseel boppam ?,automatic top up
I found a direct debit I would like to dispute,J'ai trouvé un prélèvement automatique que je souhaite contester,Gis naa ab yël bu gaaw buma bëgga weddi,direct debit payment not recognised
Is there an automatic top up feature?,Existe-t-il une fonction de recharge automatique ?,Ndax amna anamu sarse otomatik?,automatic top up
My statement is showing I was Charged a dollar and I am not sure why.,Ma déclaration montre que j’ai été facturé un dollar et je ne sais pas pourquoi.,Sama kàddu dafay wane ni dañu ma fayeeku benn FCFA te xamuma luko waral.,extra charge on statement
Who can I speak with regarding a lost card?,À qui puis-je parler en cas de perte d’une carte ?,Kan laa mën a waxal su fekkee sama kàrt dafa réer ?,lost or stolen card
You did not give me the correct exchange rate for an item that I bought.,Vous ne m'avez pas donné le taux de change correct pour un article que j'ai acheté.,Joxuleen ma dayo weccoo bu baax bi ci afeer bi ma doon jënd.,card payment wrong exchange rate
